,GP,circuit,location,country,lap,position,lap_time_ms,code,name,lap_time
10643,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1,15,129119.0,NOR,Lando Norris,00:02:09.119000
10644,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,2,15,134433.0,NOR,Lando Norris,00:02:14.433000
10645,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,3,15,126894.0,NOR,Lando Norris,00:02:06.894000
10646,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,4,15,108618.0,NOR,Lando Norris,00:01:48.618000
10647,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,5,14,85845.0,NOR,Lando Norris,00:01:25.845000
10648,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,6,14,84996.0,NOR,Lando Norris,00:01:24.996000
10649,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,7,14,85009.0,NOR,Lando Norris,00:01:25.009000
10650,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,8,14,84583.0,NOR,Lando Norris,00:01:24.583000
10651,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,9,13,83954.0,NOR,Lando Norris,00:01:23.954000
10652,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,10,13,84142.0,NOR,Lando Norris,00:01:24.142000
10653,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,11,12,83465.0,NOR,Lando Norris,00:01:23.465000
10654,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,12,12,83464.0,NOR,Lando Norris,00:01:23.464000
10655,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,13,12,83449.0,NOR,Lando Norris,00:01:23.449000
10656,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,14,12,84378.0,NOR,Lando Norris,00:01:24.378000
10657,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,15,11,82701.0,NOR,Lando Norris,00:01:22.701000
10658,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,16,11,82972.0,NOR,Lando Norris,00:01:22.972000
10659,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,17,10,82795.0,NOR,Lando Norris,00:01:22.795000
10660,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,18,10,82749.0,NOR,Lando Norris,00:01:22.749000
10661,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19,10,82582.0,NOR,Lando Norris,00:01:22.582000
10662,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,20,10,82714.0,NOR,Lando Norris,00:01:22.714000
10663,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,21,10,82613.0,NOR,Lando Norris,00:01:22.613000
10664,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,22,10,82557.0,NOR,Lando Norris,00:01:22.557000
10665,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,23,10,82601.0,NOR,Lando Norris,00:01:22.601000
10666,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,24,10,82520.0,NOR,Lando Norris,00:01:22.520000
10667,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,25,10,82569.0,NOR,Lando Norris,00:01:22.569000
10668,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,26,10,82349.0,NOR,Lando Norris,00:01:22.349000
10669,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,27,10,82281.0,NOR,Lando Norris,00:01:22.281000
10670,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,28,10,82351.0,NOR,Lando Norris,00:01:22.351000
10671,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,29,10,82463.0,NOR,Lando Norris,00:01:22.463000
10672,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,30,10,82435.0,NOR,Lando Norris,00:01:22.435000
10673,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,31,10,82300.0,NOR,Lando Norris,00:01:22.300000
10674,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,32,10,82228.0,NOR,Lando Norris,00:01:22.228000
10675,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,33,9,82296.0,NOR,Lando Norris,00:01:22.296000
10676,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,34,8,82374.0,NOR,Lando Norris,00:01:22.374000
10677,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,35,8,81961.0,NOR,Lando Norris,00:01:21.961000
10678,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,36,8,82009.0,NOR,Lando Norris,00:01:22.009000
10679,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,37,8,82332.0,NOR,Lando Norris,00:01:22.332000
10680,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,38,8,81990.0,NOR,Lando Norris,00:01:21.990000
10681,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,39,8,82082.0,NOR,Lando Norris,00:01:22.082000
10682,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,40,7,82170.0,NOR,Lando Norris,00:01:22.170000
10683,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,41,7,82140.0,NOR,Lando Norris,00:01:22.140000
10684,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,42,7,81910.0,NOR,Lando Norris,00:01:21.910000
10685,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,43,7,81920.0,NOR,Lando Norris,00:01:21.920000
10686,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,44,8,107936.0,NOR,Lando Norris,00:01:47.936000
10687,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,45,10,100837.0,NOR,Lando Norris,00:01:40.837000
10688,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,46,10,80803.0,NOR,Lando Norris,00:01:20.803000
10689,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,47,10,81003.0,NOR,Lando Norris,00:01:21.003000
10690,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,48,10,81067.0,NOR,Lando Norris,00:01:21.067000
10691,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,49,10,81033.0,NOR,Lando Norris,00:01:21.033000
10692,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,50,10,80880.0,NOR,Lando Norris,00:01:20.880000
10693,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,51,10,81129.0,NOR,Lando Norris,00:01:21.129000
10694,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,52,10,80860.0,NOR,Lando Norris,00:01:20.860000
10695,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,53,10,80806.0,NOR,Lando Norris,00:01:20.806000
10696,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,54,10,80840.0,NOR,Lando Norris,00:01:20.840000
10697,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,55,10,81033.0,NOR,Lando Norris,00:01:21.033000
10698,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,56,10,80904.0,NOR,Lando Norris,00:01:20.904000
10699,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,57,10,80964.0,NOR,Lando Norris,00:01:20.964000
10700,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,58,10,80791.0,NOR,Lando Norris,00:01:20.791000
10701,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,59,10,80825.0,NOR,Lando Norris,00:01:20.825000
10702,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,60,10,81306.0,NOR,Lando Norris,00:01:21.306000
10703,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,61,10,84415.0,NOR,Lando Norris,00:01:24.415000
10704,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,62,10,81137.0,NOR,Lando Norris,00:01:21.137000
10705,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,63,10,80906.0,NOR,Lando Norris,00:01:20.906000
10706,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,64,10,81279.0,NOR,Lando Norris,00:01:21.279000
10707,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,65,10,80925.0,NOR,Lando Norris,00:01:20.925000
10708,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,66,10,81234.0,NOR,Lando Norris,00:01:21.234000
10709,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,67,10,80617.0,NOR,Lando Norris,00:01:20.617000
10710,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,68,10,81143.0,NOR,Lando Norris,00:01:21.143000
10711,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,69,10,80784.0,NOR,Lando Norris,00:01:20.784000
10712,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,70,10,81076.0,NOR,Lando Norris,00:01:21.076000
10713,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,1,20,149171.0,NOR,Lando Norris,00:02:29.171000
10714,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,2,20,97178.0,NOR,Lando Norris,00:01:37.178000
10715,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,3,20,75530.0,NOR,Lando Norris,00:01:15.530000
10716,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,4,20,75632.0,NOR,Lando Norris,00:01:15.632000
10717,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,5,20,86984.0,NOR,Lando Norris,00:01:26.984000
10718,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,6,20,120208.0,NOR,Lando Norris,00:02:00.208000
10719,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,7,20,113812.0,NOR,Lando Norris,00:01:53.812000
10720,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,8,20,116443.0,NOR,Lando Norris,00:01:56.443000
10721,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,9,20,119078.0,NOR,Lando Norris,00:01:59.078000
10722,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,10,17,80256.0,NOR,Lando Norris,00:01:20.256000
10723,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,11,15,77957.0,NOR,Lando Norris,00:01:17.957000
10724,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,12,15,101743.0,NOR,Lando Norris,00:01:41.743000
10725,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,13,15,99314.0,NOR,Lando Norris,00:01:39.314000
10726,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,14,15,79583.0,NOR,Lando Norris,00:01:19.583000
10727,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,15,15,76392.0,NOR,Lando Norris,00:01:16.392000
10728,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,16,14,76352.0,NOR,Lando Norris,00:01:16.352000
10729,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,17,14,76025.0,NOR,Lando Norris,00:01:16.025000
10730,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,18,14,76102.0,NOR,Lando Norris,00:01:16.102000
10731,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,19,14,76057.0,NOR,Lando Norris,00:01:16.057000
10732,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,20,14,76590.0,NOR,Lando Norris,00:01:16.590000
10733,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,21,14,76211.0,NOR,Lando Norris,00:01:16.211000
10734,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,22,13,76214.0,NOR,Lando Norris,00:01:16.214000
10735,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,23,13,76318.0,NOR,Lando Norris,00:01:16.318000
10736,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,24,13,76237.0,NOR,Lando Norris,00:01:16.237000
10737,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,25,13,76231.0,NOR,Lando Norris,00:01:16.231000
10738,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,26,12,75793.0,NOR,Lando Norris,00:01:15.793000
10739,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,27,11,76279.0,NOR,Lando Norris,00:01:16.279000
10740,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,28,10,76883.0,NOR,Lando Norris,00:01:16.883000
10741,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,29,10,77131.0,NOR,Lando Norris,00:01:17.131000
10742,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,30,11,91345.0,NOR,Lando Norris,00:01:31.345000
10743,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,31,10,77207.0,NOR,Lando Norris,00:01:17.207000
10744,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,32,10,75986.0,NOR,Lando Norris,00:01:15.986000
10745,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,33,10,76168.0,NOR,Lando Norris,00:01:16.168000
10746,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,34,10,75713.0,NOR,Lando Norris,00:01:15.713000
10747,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,35,9,75623.0,NOR,Lando Norris,00:01:15.623000
10748,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,36,9,75817.0,NOR,Lando Norris,00:01:15.817000
10749,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,37,10,103375.0,NOR,Lando Norris,00:01:43.375000
10750,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,38,17,93595.0,NOR,Lando Norris,00:01:33.595000
10751,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,39,17,74581.0,NOR,Lando Norris,00:01:14.581000
10752,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,40,16,74382.0,NOR,Lando Norris,00:01:14.382000
10753,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,41,15,76635.0,NOR,Lando Norris,00:01:16.635000
10754,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,42,14,75900.0,NOR,Lando Norris,00:01:15.900000
10755,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,43,14,75040.0,NOR,Lando Norris,00:01:15.040000
10756,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,44,14,74732.0,NOR,Lando Norris,00:01:14.732000
10757,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,45,13,74578.0,NOR,Lando Norris,00:01:14.578000
10758,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,46,13,74663.0,NOR,Lando Norris,00:01:14.663000
10759,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,47,12,74240.0,NOR,Lando Norris,00:01:14.240000
10760,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,48,12,74403.0,NOR,Lando Norris,00:01:14.403000
10761,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,49,12,74294.0,NOR,Lando Norris,00:01:14.294000
10762,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,50,11,74115.0,NOR,Lando Norris,00:01:14.115000
10763,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,51,11,74477.0,NOR,Lando Norris,00:01:14.477000
10764,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,52,11,74334.0,NOR,Lando Norris,00:01:14.334000
10765,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,53,11,73761.0,NOR,Lando Norris,00:01:13.761000
10766,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,54,11,74018.0,NOR,Lando Norris,00:01:14.018000
10767,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,55,11,74766.0,NOR,Lando Norris,00:01:14.766000
10768,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,56,10,75844.0,NOR,Lando Norris,00:01:15.844000
10769,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,57,10,74034.0,NOR,Lando Norris,00:01:14.034000
10770,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,58,10,74179.0,NOR,Lando Norris,00:01:14.179000
10771,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,59,10,74452.0,NOR,Lando Norris,00:01:14.452000
10772,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,60,10,74252.0,NOR,Lando Norris,00:01:14.252000
10773,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,61,10,74552.0,NOR,Lando Norris,00:01:14.552000
10774,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,62,10,74506.0,NOR,Lando Norris,00:01:14.506000
10775,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,63,10,76323.0,NOR,Lando Norris,00:01:16.323000
10776,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,64,10,76284.0,NOR,Lando Norris,00:01:16.284000
10777,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,65,10,74620.0,NOR,Lando Norris,00:01:14.620000
10778,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,66,10,74340.0,NOR,Lando Norris,00:01:14.340000
10779,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,67,10,74575.0,NOR,Lando Norris,00:01:14.575000
10780,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,68,10,74305.0,NOR,Lando Norris,00:01:14.305000
10781,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,69,10,74626.0,NOR,Lando Norris,00:01:14.626000
10782,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,70,10,74605.0,NOR,Lando Norris,00:01:14.605000
10783,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,1,6,100157.0,NOR,Lando Norris,00:01:40.157000
10784,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,2,6,95867.0,NOR,Lando Norris,00:01:35.867000
10785,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,3,6,95600.0,NOR,Lando Norris,00:01:35.600000
10786,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,4,6,95385.0,NOR,Lando Norris,00:01:35.385000
10787,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,5,6,95346.0,NOR,Lando Norris,00:01:35.346000
10788,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6,6,95333.0,NOR,Lando Norris,00:01:35.333000
10789,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,7,6,95547.0,NOR,Lando Norris,00:01:35.547000
10790,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,8,6,95314.0,NOR,Lando Norris,00:01:35.314000
10791,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,9,6,95794.0,NOR,Lando Norris,00:01:35.794000
10792,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,10,7,147834.0,NOR,Lando Norris,00:02:27.834000
10793,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,11,14,177625.0,NOR,Lando Norris,00:02:57.625000
10794,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,12,14,164073.0,NOR,Lando Norris,00:02:44.073000
10795,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,13,14,1203681.0,NOR,Lando Norris,00:20:03.681000
10796,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,14,14,1199791.0,NOR,Lando Norris,00:19:59.791000
10797,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,15,16,1331491.0,NOR,Lando Norris,00:22:11.491000
10798,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,16,16,1307962.0,NOR,Lando Norris,00:21:47.962000
10799,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,17,15,121196.0,NOR,Lando Norris,00:02:01.196000
10800,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,18,15,97185.0,NOR,Lando Norris,00:01:37.185000
10801,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,19,15,96056.0,NOR,Lando Norris,00:01:36.056000
10802,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,20,15,95193.0,NOR,Lando Norris,00:01:35.193000
10803,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21,15,95504.0,NOR,Lando Norris,00:01:35.504000
10804,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,22,15,94775.0,NOR,Lando Norris,00:01:34.775000
10805,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,23,14,117055.0,NOR,Lando Norris,00:01:57.055000
10806,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,24,14,107080.0,NOR,Lando Norris,00:01:47.080000
10807,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,25,13,96035.0,NOR,Lando Norris,00:01:36.035000
10808,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,26,11,96317.0,NOR,Lando Norris,00:01:36.317000
10809,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,27,11,110818.0,NOR,Lando Norris,00:01:50.818000
10810,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,28,11,92998.0,NOR,Lando Norris,00:01:32.998000
10811,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,29,11,122122.0,NOR,Lando Norris,00:02:02.122000
10812,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,30,11,127591.0,NOR,Lando Norris,00:02:07.591000
10813,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,31,11,127594.0,NOR,Lando Norris,00:02:07.594000
10814,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,32,11,114679.0,NOR,Lando Norris,00:01:54.679000
10815,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,33,11,92933.0,NOR,Lando Norris,00:01:32.933000
10816,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,34,11,92828.0,NOR,Lando Norris,00:01:32.828000
10817,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,35,11,110999.0,NOR,Lando Norris,00:01:50.999000
10818,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,36,11,93675.0,NOR,Lando Norris,00:01:33.675000
10819,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,37,10,93149.0,NOR,Lando Norris,00:01:33.149000
10820,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,38,10,92502.0,NOR,Lando Norris,00:01:32.502000
10821,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,39,10,92305.0,NOR,Lando Norris,00:01:32.305000
10822,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,40,10,92135.0,NOR,Lando Norris,00:01:32.135000
10823,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,41,10,92443.0,NOR,Lando Norris,00:01:32.443000
10824,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,42,10,92602.0,NOR,Lando Norris,00:01:32.602000
10825,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,43,10,92002.0,NOR,Lando Norris,00:01:32.002000
10826,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,44,10,92345.0,NOR,Lando Norris,00:01:32.345000
10827,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,45,10,92198.0,NOR,Lando Norris,00:01:32.198000
10828,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,46,10,92035.0,NOR,Lando Norris,00:01:32.035000
10829,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,47,10,92028.0,NOR,Lando Norris,00:01:32.028000
10830,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,48,10,92263.0,NOR,Lando Norris,00:01:32.263000
10831,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,49,10,91914.0,NOR,Lando Norris,00:01:31.914000
10832,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,50,10,91974.0,NOR,Lando Norris,00:01:31.974000
10833,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,1,5,95658.0,NOR,Lando Norris,00:01:35.658000
10834,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2,5,90963.0,NOR,Lando Norris,00:01:30.963000
10835,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,3,5,90765.0,NOR,Lando Norris,00:01:30.765000
10836,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,4,5,90355.0,NOR,Lando Norris,00:01:30.355000
