,GP,circuit,location,country,lap,position,lap_time_ms,code,name,lap_time
3320,United States Grand Prix,Circuit of the Americas,Austin,USA,2,4,103439.0,LEC,Charles Leclerc,00:01:43.439000
3321,United States Grand Prix,Circuit of the Americas,Austin,USA,3,4,102544.0,LEC,Charles Leclerc,00:01:42.544000
3322,United States Grand Prix,Circuit of the Americas,Austin,USA,4,4,102876.0,LEC,Charles Leclerc,00:01:42.876000
3323,United States Grand Prix,Circuit of the Americas,Austin,USA,5,4,103070.0,LEC,Charles Leclerc,00:01:43.070000
3324,United States Grand Prix,Circuit of the Americas,Austin,USA,6,4,102894.0,LEC,Charles Leclerc,00:01:42.894000
3325,United States Grand Prix,Circuit of the Americas,Austin,USA,7,4,102758.0,LEC,Charles Leclerc,00:01:42.758000
3326,United States Grand Prix,Circuit of the Americas,Austin,USA,8,4,102504.0,LEC,Charles Leclerc,00:01:42.504000
3327,United States Grand Prix,Circuit of the Americas,Austin,USA,9,4,102881.0,LEC,Charles Leclerc,00:01:42.881000
3328,United States Grand Prix,Circuit of the Americas,Austin,USA,10,4,102274.0,LEC,Charles Leclerc,00:01:42.274000
3329,United States Grand Prix,Circuit of the Americas,Austin,USA,11,3,102056.0,LEC,Charles Leclerc,00:01:42.056000
3330,United States Grand Prix,Circuit of the Americas,Austin,USA,12,3,126842.0,LEC,Charles Leclerc,00:02:06.842000
3331,United States Grand Prix,Circuit of the Americas,Austin,USA,13,4,120732.0,LEC,Charles Leclerc,00:02:00.732000
3332,United States Grand Prix,Circuit of the Americas,Austin,USA,14,4,101037.0,LEC,Charles Leclerc,00:01:41.037000
3333,United States Grand Prix,Circuit of the Americas,Austin,USA,15,4,101634.0,LEC,Charles Leclerc,00:01:41.634000
3334,United States Grand Prix,Circuit of the Americas,Austin,USA,16,4,101629.0,LEC,Charles Leclerc,00:01:41.629000
3335,United States Grand Prix,Circuit of the Americas,Austin,USA,17,4,101035.0,LEC,Charles Leclerc,00:01:41.035000
3336,United States Grand Prix,Circuit of the Americas,Austin,USA,18,4,101107.0,LEC,Charles Leclerc,00:01:41.107000
3337,United States Grand Prix,Circuit of the Americas,Austin,USA,19,4,101120.0,LEC,Charles Leclerc,00:01:41.120000
3338,United States Grand Prix,Circuit of the Americas,Austin,USA,20,4,101107.0,LEC,Charles Leclerc,00:01:41.107000
3339,United States Grand Prix,Circuit of the Americas,Austin,USA,21,4,101164.0,LEC,Charles Leclerc,00:01:41.164000
3340,United States Grand Prix,Circuit of the Americas,Austin,USA,22,4,101691.0,LEC,Charles Leclerc,00:01:41.691000
3341,United States Grand Prix,Circuit of the Americas,Austin,USA,23,4,101065.0,LEC,Charles Leclerc,00:01:41.065000
3342,United States Grand Prix,Circuit of the Americas,Austin,USA,24,4,101198.0,LEC,Charles Leclerc,00:01:41.198000
3343,United States Grand Prix,Circuit of the Americas,Austin,USA,25,4,101194.0,LEC,Charles Leclerc,00:01:41.194000
3344,United States Grand Prix,Circuit of the Americas,Austin,USA,26,4,100933.0,LEC,Charles Leclerc,00:01:40.933000
3345,United States Grand Prix,Circuit of the Americas,Austin,USA,27,4,112284.0,LEC,Charles Leclerc,00:01:52.284000
3346,United States Grand Prix,Circuit of the Americas,Austin,USA,28,4,101371.0,LEC,Charles Leclerc,00:01:41.371000
3347,United States Grand Prix,Circuit of the Americas,Austin,USA,29,4,101033.0,LEC,Charles Leclerc,00:01:41.033000
3348,United States Grand Prix,Circuit of the Americas,Austin,USA,30,4,102445.0,LEC,Charles Leclerc,00:01:42.445000
3349,United States Grand Prix,Circuit of the Americas,Austin,USA,31,3,102246.0,LEC,Charles Leclerc,00:01:42.246000
3350,United States Grand Prix,Circuit of the Americas,Austin,USA,32,3,126408.0,LEC,Charles Leclerc,00:02:06.408000
3351,United States Grand Prix,Circuit of the Americas,Austin,USA,33,4,119567.0,LEC,Charles Leclerc,00:01:59.567000
3352,United States Grand Prix,Circuit of the Americas,Austin,USA,34,4,100065.0,LEC,Charles Leclerc,00:01:40.065000
3353,United States Grand Prix,Circuit of the Americas,Austin,USA,35,4,100519.0,LEC,Charles Leclerc,00:01:40.519000
3354,United States Grand Prix,Circuit of the Americas,Austin,USA,36,4,100184.0,LEC,Charles Leclerc,00:01:40.184000
3355,United States Grand Prix,Circuit of the Americas,Austin,USA,37,4,100061.0,LEC,Charles Leclerc,00:01:40.061000
3356,United States Grand Prix,Circuit of the Americas,Austin,USA,38,4,100957.0,LEC,Charles Leclerc,00:01:40.957000
3357,United States Grand Prix,Circuit of the Americas,Austin,USA,39,4,101103.0,LEC,Charles Leclerc,00:01:41.103000
3358,United States Grand Prix,Circuit of the Americas,Austin,USA,40,4,100229.0,LEC,Charles Leclerc,00:01:40.229000
3359,United States Grand Prix,Circuit of the Americas,Austin,USA,41,4,99303.0,LEC,Charles Leclerc,00:01:39.303000
3360,United States Grand Prix,Circuit of the Americas,Austin,USA,42,4,100484.0,LEC,Charles Leclerc,00:01:40.484000
3361,United States Grand Prix,Circuit of the Americas,Austin,USA,43,4,100573.0,LEC,Charles Leclerc,00:01:40.573000
3362,United States Grand Prix,Circuit of the Americas,Austin,USA,44,4,100335.0,LEC,Charles Leclerc,00:01:40.335000
3363,United States Grand Prix,Circuit of the Americas,Austin,USA,45,4,100162.0,LEC,Charles Leclerc,00:01:40.162000
3364,United States Grand Prix,Circuit of the Americas,Austin,USA,46,4,100010.0,LEC,Charles Leclerc,00:01:40.010000
3365,United States Grand Prix,Circuit of the Americas,Austin,USA,47,4,99753.0,LEC,Charles Leclerc,00:01:39.753000
3366,United States Grand Prix,Circuit of the Americas,Austin,USA,48,4,100281.0,LEC,Charles Leclerc,00:01:40.281000
3367,United States Grand Prix,Circuit of the Americas,Austin,USA,49,4,100245.0,LEC,Charles Leclerc,00:01:40.245000
3368,United States Grand Prix,Circuit of the Americas,Austin,USA,50,4,100712.0,LEC,Charles Leclerc,00:01:40.712000
3369,United States Grand Prix,Circuit of the Americas,Austin,USA,51,4,100778.0,LEC,Charles Leclerc,00:01:40.778000
3370,United States Grand Prix,Circuit of the Americas,Austin,USA,52,4,100632.0,LEC,Charles Leclerc,00:01:40.632000
3371,United States Grand Prix,Circuit of the Americas,Austin,USA,53,4,101265.0,LEC,Charles Leclerc,00:01:41.265000
3372,United States Grand Prix,Circuit of the Americas,Austin,USA,54,4,101776.0,LEC,Charles Leclerc,00:01:41.776000
3373,United States Grand Prix,Circuit of the Americas,Austin,USA,55,4,101912.0,LEC,Charles Leclerc,00:01:41.912000
3374,United States Grand Prix,Circuit of the Americas,Austin,USA,56,4,103442.0,LEC,Charles Leclerc,00:01:43.442000
3375,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1,5,110713.0,LEC,Charles Leclerc,00:01:50.713000
3376,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,2,5,133504.0,LEC,Charles Leclerc,00:02:13.504000
3377,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,3,5,124991.0,LEC,Charles Leclerc,00:02:04.991000
3378,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,4,5,123704.0,LEC,Charles Leclerc,00:02:03.704000
3379,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,5,5,84225.0,LEC,Charles Leclerc,00:01:24.225000
3380,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,6,5,83510.0,LEC,Charles Leclerc,00:01:23.510000
3381,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,7,5,83144.0,LEC,Charles Leclerc,00:01:23.144000
3382,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,8,5,83369.0,LEC,Charles Leclerc,00:01:23.369000
3383,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,9,5,82526.0,LEC,Charles Leclerc,00:01:22.526000
3384,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,10,5,82402.0,LEC,Charles Leclerc,00:01:22.402000
3385,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,11,5,82200.0,LEC,Charles Leclerc,00:01:22.200000
3386,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,12,5,82288.0,LEC,Charles Leclerc,00:01:22.288000
3387,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,13,5,82502.0,LEC,Charles Leclerc,00:01:22.502000
3388,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,14,5,82383.0,LEC,Charles Leclerc,00:01:22.383000
3389,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,15,5,82029.0,LEC,Charles Leclerc,00:01:22.029000
3390,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,16,5,82187.0,LEC,Charles Leclerc,00:01:22.187000
3391,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,17,5,82077.0,LEC,Charles Leclerc,00:01:22.077000
3392,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,18,5,82212.0,LEC,Charles Leclerc,00:01:22.212000
3393,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19,5,82280.0,LEC,Charles Leclerc,00:01:22.280000
3394,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,20,5,82193.0,LEC,Charles Leclerc,00:01:22.193000
3395,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,21,5,82147.0,LEC,Charles Leclerc,00:01:22.147000
3396,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,22,5,81994.0,LEC,Charles Leclerc,00:01:21.994000
3397,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,23,5,82143.0,LEC,Charles Leclerc,00:01:22.143000
3398,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,24,5,82314.0,LEC,Charles Leclerc,00:01:22.314000
3399,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,25,5,82655.0,LEC,Charles Leclerc,00:01:22.655000
3400,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,26,5,82426.0,LEC,Charles Leclerc,00:01:22.426000
3401,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,27,5,81903.0,LEC,Charles Leclerc,00:01:21.903000
3402,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,28,5,81884.0,LEC,Charles Leclerc,00:01:21.884000
3403,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,29,5,81941.0,LEC,Charles Leclerc,00:01:21.941000
3404,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,30,6,107827.0,LEC,Charles Leclerc,00:01:47.827000
3405,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,31,9,100475.0,LEC,Charles Leclerc,00:01:40.475000
3406,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,32,8,81048.0,LEC,Charles Leclerc,00:01:21.048000
3407,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,33,7,81269.0,LEC,Charles Leclerc,00:01:21.269000
3408,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,34,6,81116.0,LEC,Charles Leclerc,00:01:21.116000
3409,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,35,6,81263.0,LEC,Charles Leclerc,00:01:21.263000
3410,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,36,6,81188.0,LEC,Charles Leclerc,00:01:21.188000
3411,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,37,6,81970.0,LEC,Charles Leclerc,00:01:21.970000
3412,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,38,6,81571.0,LEC,Charles Leclerc,00:01:21.571000
3413,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,39,6,81405.0,LEC,Charles Leclerc,00:01:21.405000
3414,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,40,6,81373.0,LEC,Charles Leclerc,00:01:21.373000
3415,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,41,6,81043.0,LEC,Charles Leclerc,00:01:21.043000
3416,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,42,6,81301.0,LEC,Charles Leclerc,00:01:21.301000
3417,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,43,5,81071.0,LEC,Charles Leclerc,00:01:21.071000
3418,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,44,5,81730.0,LEC,Charles Leclerc,00:01:21.730000
3419,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,45,5,81448.0,LEC,Charles Leclerc,00:01:21.448000
3420,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,46,5,81595.0,LEC,Charles Leclerc,00:01:21.595000
3421,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,47,5,81613.0,LEC,Charles Leclerc,00:01:21.613000
3422,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,48,5,82013.0,LEC,Charles Leclerc,00:01:22.013000
3423,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,49,5,81627.0,LEC,Charles Leclerc,00:01:21.627000
3424,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,50,5,81918.0,LEC,Charles Leclerc,00:01:21.918000
3425,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,51,5,81508.0,LEC,Charles Leclerc,00:01:21.508000
3426,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,52,5,82030.0,LEC,Charles Leclerc,00:01:22.030000
3427,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,53,5,82188.0,LEC,Charles Leclerc,00:01:22.188000
3428,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,54,5,82025.0,LEC,Charles Leclerc,00:01:22.025000
3429,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,55,5,81215.0,LEC,Charles Leclerc,00:01:21.215000
3430,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,56,5,81612.0,LEC,Charles Leclerc,00:01:21.612000
3431,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,57,6,83770.0,LEC,Charles Leclerc,00:01:23.770000
3432,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,58,6,81404.0,LEC,Charles Leclerc,00:01:21.404000
3433,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,59,6,81278.0,LEC,Charles Leclerc,00:01:21.278000
3434,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,60,6,81342.0,LEC,Charles Leclerc,00:01:21.342000
3435,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,61,6,81689.0,LEC,Charles Leclerc,00:01:21.689000
3436,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,62,6,80936.0,LEC,Charles Leclerc,00:01:20.936000
3437,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,63,6,80665.0,LEC,Charles Leclerc,00:01:20.665000
3438,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,64,6,81098.0,LEC,Charles Leclerc,00:01:21.098000
3439,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,65,6,81196.0,LEC,Charles Leclerc,00:01:21.196000
3440,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,66,6,81193.0,LEC,Charles Leclerc,00:01:21.193000
3441,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,67,6,81035.0,LEC,Charles Leclerc,00:01:21.035000
3442,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,68,6,81111.0,LEC,Charles Leclerc,00:01:21.111000
3443,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,69,5,81285.0,LEC,Charles Leclerc,00:01:21.285000
3444,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,70,5,81478.0,LEC,Charles Leclerc,00:01:21.478000
3445,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,Mexico City,Mexico,71,5,82440.0,LEC,Charles Leclerc,00:01:22.440000
3446,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,1,4,81519.0,LEC,Charles Leclerc,00:01:21.519000
3447,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,2,4,75906.0,LEC,Charles Leclerc,00:01:15.906000
3448,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,3,5,75751.0,LEC,Charles Leclerc,00:01:15.751000
3449,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,4,5,76426.0,LEC,Charles Leclerc,00:01:16.426000
3450,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,5,5,75764.0,LEC,Charles Leclerc,00:01:15.764000
3451,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,6,5,87896.0,LEC,Charles Leclerc,00:01:27.896000
3452,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,7,5,136460.0,LEC,Charles Leclerc,00:02:16.460000
3453,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,8,5,150202.0,LEC,Charles Leclerc,00:02:30.202000
3454,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,9,5,144186.0,LEC,Charles Leclerc,00:02:24.186000
3455,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,10,5,77650.0,LEC,Charles Leclerc,00:01:17.650000
3456,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,11,5,75741.0,LEC,Charles Leclerc,00:01:15.741000
3457,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,12,5,95677.0,LEC,Charles Leclerc,00:01:35.677000
3458,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,13,5,99442.0,LEC,Charles Leclerc,00:01:39.442000
3459,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,14,5,83844.0,LEC,Charles Leclerc,00:01:23.844000
3460,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,15,5,75172.0,LEC,Charles Leclerc,00:01:15.172000
3461,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,16,5,75159.0,LEC,Charles Leclerc,00:01:15.159000
3462,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,17,5,75164.0,LEC,Charles Leclerc,00:01:15.164000
3463,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,18,5,75439.0,LEC,Charles Leclerc,00:01:15.439000
3464,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,19,5,75356.0,LEC,Charles Leclerc,00:01:15.356000
3465,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,20,5,75679.0,LEC,Charles Leclerc,00:01:15.679000
3466,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,21,5,75448.0,LEC,Charles Leclerc,00:01:15.448000
3467,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,22,5,75447.0,LEC,Charles Leclerc,00:01:15.447000
3468,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,23,5,75289.0,LEC,Charles Leclerc,00:01:15.289000
3469,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,24,5,75592.0,LEC,Charles Leclerc,00:01:15.592000
3470,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,25,5,75695.0,LEC,Charles Leclerc,00:01:15.695000
3471,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,26,5,75465.0,LEC,Charles Leclerc,00:01:15.465000
3472,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,27,4,102037.0,LEC,Charles Leclerc,00:01:42.037000
3473,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,28,9,91496.0,LEC,Charles Leclerc,00:01:31.496000
3474,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,29,8,74688.0,LEC,Charles Leclerc,00:01:14.688000
3475,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,30,8,90364.0,LEC,Charles Leclerc,00:01:30.364000
3476,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,31,6,74957.0,LEC,Charles Leclerc,00:01:14.957000
3477,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,32,5,74497.0,LEC,Charles Leclerc,00:01:14.497000
3478,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,33,5,74620.0,LEC,Charles Leclerc,00:01:14.620000
3479,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,34,5,74328.0,LEC,Charles Leclerc,00:01:14.328000
3480,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,35,5,74062.0,LEC,Charles Leclerc,00:01:14.062000
3481,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,36,5,74006.0,LEC,Charles Leclerc,00:01:14.006000
3482,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,37,5,74043.0,LEC,Charles Leclerc,00:01:14.043000
3483,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,38,5,73989.0,LEC,Charles Leclerc,00:01:13.989000
3484,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,39,5,74166.0,LEC,Charles Leclerc,00:01:14.166000
3485,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,40,5,74156.0,LEC,Charles Leclerc,00:01:14.156000
3486,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,41,5,74266.0,LEC,Charles Leclerc,00:01:14.266000
3487,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,42,5,74211.0,LEC,Charles Leclerc,00:01:14.211000
3488,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,43,4,74847.0,LEC,Charles Leclerc,00:01:14.847000
3489,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,44,4,74265.0,LEC,Charles Leclerc,00:01:14.265000
3490,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,45,5,75093.0,LEC,Charles Leclerc,00:01:15.093000
3491,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,46,5,74596.0,LEC,Charles Leclerc,00:01:14.596000
3492,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,47,5,74766.0,LEC,Charles Leclerc,00:01:14.766000
3493,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,48,5,74622.0,LEC,Charles Leclerc,00:01:14.622000
3494,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,49,5,74471.0,LEC,Charles Leclerc,00:01:14.471000
3495,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,50,5,75068.0,LEC,Charles Leclerc,00:01:15.068000
3496,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,51,5,74815.0,LEC,Charles Leclerc,00:01:14.815000
3497,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,52,6,101354.0,LEC,Charles Leclerc,00:01:41.354000
3498,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,53,6,91351.0,LEC,Charles Leclerc,00:01:31.351000
3499,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,54,5,73486.0,LEC,Charles Leclerc,00:01:13.486000
3500,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,55,5,72924.0,LEC,Charles Leclerc,00:01:12.924000
3501,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,56,5,73002.0,LEC,Charles Leclerc,00:01:13.002000
3502,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,57,5,73037.0,LEC,Charles Leclerc,00:01:13.037000
3503,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,58,5,73080.0,LEC,Charles Leclerc,00:01:13.080000
3504,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,59,5,73075.0,LEC,Charles Leclerc,00:01:13.075000
3505,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,60,5,73071.0,LEC,Charles Leclerc,00:01:13.071000
3506,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,61,5,72822.0,LEC,Charles Leclerc,00:01:12.822000
3507,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,62,5,72973.0,LEC,Charles Leclerc,00:01:12.973000
3508,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,63,5,72996.0,LEC,Charles Leclerc,00:01:12.996000
3509,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,64,5,72881.0,LEC,Charles Leclerc,00:01:12.881000
3510,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,65,5,73053.0,LEC,Charles Leclerc,00:01:13.053000
3511,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,66,5,73219.0,LEC,Charles Leclerc,00:01:13.219000
3512,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,67,5,73641.0,LEC,Charles Leclerc,00:01:13.641000
3513,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,68,5,73149.0,LEC,Charles Leclerc,00:01:13.149000
3514,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,69,5,73330.0,LEC,Charles Leclerc,00:01:13.330000
3515,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,70,5,73191.0,LEC,Charles Leclerc,00:01:13.191000
3516,São Paulo Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,71,5,74380.0,LEC,Charles Leclerc,00:01:14.380000
3517,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,1,4,98491.0,LEC,Charles Leclerc,00:01:38.491000
3518,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,2,4,95006.0,LEC,Charles Leclerc,00:01:35.006000
3519,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,3,4,94497.0,LEC,Charles Leclerc,00:01:34.497000
3520,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,4,4,94414.0,LEC,Charles Leclerc,00:01:34.414000
